,site_name,lon,lat,z_pred,ss_pred,z_obs,drift_at_obs,dist_nn,residual,PES,|PES| > critical_val,ci
0,Abaco Island cave,-77.16,26.23,-0.4467478287293844,7.6406954576824555,-1.8043752146878913,-2.98086968844314,790.4064636061545,1.3576273859585068,-0.4911499961513886,False,8.729919272393419
1,Ball Gown cave,125.0,-17.03,-4.409840205762015,7.949074318673085,0.03935822147985846,-5.349259332314793,1066.9519205315203,-4.449198427241874,1.578059944352522,False,8.90434670104082
2,Bittoo cave,77.7764,30.790299999999995,-7.872556458746999,4.990940918726869,-10.334160099273186,-9.840197131695705,415.78989200577837,2.461603640526187,-1.101861252381241,False,7.055616986861516
3,Botuverá cave,-49.1569,-27.2247,-5.73934618070824,5.626343389430403,-3.655892562979261,-5.49723782387133,302.6232291967474,-2.0834536177289786,0.8783562971457491,False,7.491295009722363
4,Bukit Assam cave,114.80000000000001,4.03,-7.688221067516328,3.791379948475183,-6.472950456371525,-8.827066934508224,8.261762994230782,-1.2152706111448026,0.6241289692689838,False,6.149537259062951
5,Buraca Gloriosa,-8.7833,39.5333,-4.83679441563185,6.204110270708425,-6.198895671865216,-6.869823467236369,555.7630516490218,1.362101256233366,-0.5468517916502659,False,7.866536043138811
6,Cango cave,22.2147,-33.3925,-4.048159435780859,8.754781029893277,-5.882861618100776,-5.46227100034335,1245.2559924176435,1.8347021823199174,-0.6200731603069063,False,9.344722880653705
7,Cave Without a Name,-98.62079999999999,29.8852,-4.257385321415552,7.007686895569775,-4.660736006112291,-7.452881712690701,760.5050497606271,0.40335068469673896,-0.152368591830264,False,8.360478364908571
8,Cave of the Bells,-110.75,31.75,-9.972709221002265,5.783837161286305,-9.281077265491092,-10.327309776363935,533.8785762011134,-0.6916319555111734,0.28758552445246344,False,7.59542030697688
9,Chauvet cave,4.26,44.23,-7.264839801679743,4.75765561492963,-8.026707466707387,-9.610942800982116,305.11447180307584,0.7618676650276441,-0.3492874974937059,False,6.888747776334027
10,Cold Air cave,29.1833,-24.0,-5.313718025969757,7.952289392930292,-4.076982102349007,-5.756786218756224,1245.2559924176435,-1.23673592362075,0.43856188807372787,False,8.906147240359427
11,Cueva Victoria,-0.8215,37.6322,-5.161146848000056,6.168417588558787,-5.275173758976052,-7.2303679788514925,619.5263625287421,0.11402691097599593,-0.045911393631642546,False,7.843875036344007
12,Cueva del Diamante,-77.5,-5.73,-4.972693933629048,4.762373894033472,-6.1603903776466495,-3.9784229044290687,31.369435063083298,1.1876964440176012,-0.5442440775441314,False,6.892162796545869
13,Devils Hole,-116.2915,36.4254,-11.242913382139543,5.117587726017144,-18.476414486802696,-11.748036916771134,408.5768008178835,7.233501104663153,-3.1975393964781764,True,7.144575513130977
14,Dim cave,32.1056,36.534,-8.915715139640485,5.053906957577746,-6.712088063351416,-7.665982880449042,431.40804071102957,-2.2036270762890684,0.9802220751142383,False,7.099984553378559
15,Dongge cave,108.0833,25.2833,-8.643316421204652,3.9397900830207377,-7.680137679225347,-8.027638216361932,28.87317596314033,-0.9631787419793048,0.4852553670514135,False,6.26874095985958
