,site_name,lon,lat,z_pred,ss_pred,z_obs,drift_at_obs,ele (SISAL),ele (iTraCE),dist_nn,residual,PES,|PES| > critical_val,ci
0,Ball Gown cave,125.0,-17.03,-5.662690576412245,7.432592779988057,-2.2290573130355256,-8.769369680109797,100.0,264.60898270015673,1066.9519205315203,-3.433633263376719,1.2594581409540364,False,9.204103947776181
1,Bittoo cave,77.7764,30.7903,-7.462962879052489,2.8258334191963486,-8.536641872651632,-10.493094826287201,3000.0,2019.2188063943418,415.78989200577837,1.0736789935991435,-0.6387062674766335,False,5.6752451168173845
2,Botuverá cave,-49.1569,-27.2247,-4.606261148053732,3.388774519540481,-2.559340938343439,-6.249025871694161,180.0,458.0783114722197,302.6232291967474,-2.0469202097102928,1.1119354527956746,False,6.214879058414977
3,Bukit Assam cave,114.8,4.03,-7.4944263687774235,0.8257530956784002,-7.073895905767191,-9.218270548395832,150.0,303.2625421545182,8.261762994230782,-0.4205304630102322,0.46277762837081254,False,3.0678664530466695
4,Buraca Gloriosa,-8.7833,39.53329999999999,-5.219309027823285,4.850936676352899,-2.9494863153332593,-7.946128562198866,420.0,254.78192374174938,543.5365932927464,-2.2698227124900257,1.0305738886194682,False,7.435739181836998
5,Cave Without a Name,-98.62079999999999,29.8852,-6.404541967870641,5.409512891045779,-5.396337429079476,-9.087268226111,377.0,321.09179984751074,760.5050497606271,-1.0082045387911647,0.43348050256352266,False,7.852183229613261
6,Cave of the Bells,-110.75,31.75,-9.29346345311719,4.324864896831783,-9.810209645785887,-11.443801765242199,1639.0,1186.399620052126,533.8785762011134,0.5167461926686983,-0.2484797565418513,False,7.020978091057202
7,Chan Hol cave,-87.57,20.16,0.15952696191391383,3.861467745792855,-4.215685116863546,-3.5851146811046695,-8.5,39.495461141479524,468.8287869172023,4.3752120787774595,-2.2265010462130492,False,6.634184587290943
8,Chauvet cave,4.26,44.23,-7.435420069403021,2.792050379638725,-8.209259663862813,-9.87511835281663,240.0,489.6249250075791,305.11447180307584,0.7738395944597922,-0.46311550568814486,False,5.641219135730129
9,Cold Air cave,29.183299999999996,-24.0,-2.5510902369906057,5.976249077093246,-3.9864489553260682,-7.5467406953978635,1420.0,1017.4129630166829,870.3639195125562,1.4353587183354626,-0.5871460002379848,False,8.253263102506228
10,Creighton`s cave,172.47,-40.63,-5.6538155955572424,1.428744708874707,-4.2009825043998035,-8.407159211876621,80.0,138.0412049855757,69.00998942851429,-1.452833091157439,1.2154536598699857,False,4.035419262855655
11,Cueva Victoria,-0.8215,37.6322,-5.015881205625386,4.351287953065345,-5.853377183911334,-8.113601167964603,75.0,400.332004658496,619.5263625287421,0.8374959782859479,-0.4014891544404022,False,7.042393003480601
12,Cueva del Diamante,-77.5,-5.73,-5.8937123120335375,0.9971723913929088,-6.8807403038837265,-5.480937739502652,960.0,645.4066954439107,31.369435063083298,0.987027991850189,-0.9884264226337773,False,3.3712927614226817
13,Cueva del Tigre Perdido,-77.3081,-5.9406,-6.011154036318801,0.8095538663365702,-6.3026966978624595,-5.44217507898987,1000.0,629.4834332631968,1.4804737149354987,0.2915426615436587,-0.3240255366598009,False,3.037625436502486
14,Dim cave,32.1056,36.534,-8.719019360541433,3.194263038678534,-6.53849398280757,-8.260088404943659,232.0,572.7360725252336,431.40804071102957,-2.1805253777338622,1.220044881916392,False,6.033880201686397
15,Dongge cave,108.0833,25.2833,-8.93750576136698,1.1429201184334838,-8.338760814437014,-10.070920109932938,680.0,769.6874645506242,28.8731759631406,-0.5987449469299655,0.5600591829342838,False,3.6092692709134524
16,El Capitan cave,-133.319,56.162,-9.461979112389113,11.315630701842458,-12.145032934248128,-11.669081044253288,80.0,462.86602150287575,2227.547571808573,2.6830538218590156,-0.7976089195891424,False,11.356662718917267
17,El Condor cave,-77.3,-5.93,-6.41348084806345,0.8083957046206133,-5.603655525599322,-5.43760275111994,860.0,628.7900188291038,1.4804737149354987,-0.8098253224641283,0.9006983227106712,False,3.035451819165202
18,El Soplao cave,-4.3937,43.2962,-5.788050606013745,0.8403185881644899,-6.320803828283715,-8.959186366352284,550.0,474.27263525260514,15.958928653096004,0.53275322226997,-0.5811712204724617,False,3.0948052891790794
19,Fort Stanton cave,-105.4433,33.5067,-9.61569565842091,3.939447847060066,-8.342311199026405,-11.787914601802893,1864.0,1581.8052475427992,533.8785762011134,-1.2733844593945047,0.6415667790408301,False,6.700836524677525
20,Furong cave,107.90360000000001,29.2289,-10.190448637272532,2.145115242327364,-9.023128859734697,-10.955314304321359,480.0,755.5064888820159,257.4726903914796,-1.1673197775378341,0.797011392575382,False,4.944662564047058
