,site_name,lon,lat,z_pred,ss_pred,z_obs,drift_at_obs,dist_nn,residual,PES,|PES| > critical_val,ci
0,Abaco Island cave,-77.16,26.23,0.24573669232378664,7.014688653684869,-1.6018141501664531,-2.5538238959316235,790.4064636061545,1.8475508424902398,-0.6975770735081535,False,8.352293234323199
1,Abissal cave,-37.6659,-5.5642,-4.151710726667761,7.345066948777118,-3.9970251701311477,-3.752016275806569,866.3403852538111,-0.15468555653661342,0.05707578388675922,False,8.546718750458313
2,Andriamaniloke,43.7569,-24.051,-3.3216804904582067,4.557094278334054,-2.166869870156745,-3.916225429212295,0.5179543279925829,-1.1548106203014616,0.5409620042981773,False,6.732022210450128
3,Ball Gown cave,125.0,-17.03,-6.687142999282833,5.4876870036514624,-2.005703821583097,-5.514496761576343,431.8048314824116,-4.681439177699736,1.998410573366418,False,7.387477988365845
4,Bittoo cave,77.7764,30.7903,-7.903165111877379,5.9781515292073895,-5.0730268076287075,-8.218391963520343,415.78989200577837,-2.8301383042486714,1.1575085291475222,False,7.710543522362033
5,Botuverá cave,-49.1569,-27.2247,-7.090679476314324,5.611407253372743,-4.710329923844995,-5.992347793391021,302.6232291967474,-2.3803495524693288,1.0048583436594132,False,7.470289421254912
6,Bukit Assam cave,114.8,4.03,-6.895949278529996,3.7861094062710463,-6.639897856540368,-7.83300822818798,8.261762994230782,-0.2560514219896284,0.1315923407850865,False,6.136180315736728
7,Cango cave,22.2147,-33.3925,-4.539847293063167,8.71178933918574,-5.586032368462213,-5.509981752518391,1245.2559924176433,1.0461850753990465,-0.35444988324361537,False,9.307975167630753
8,Cave C126,113.90000000000002,-22.100000000000005,-3.1494924049280764,8.452189989165763,-6.730605137362886,-4.620489176139546,1291.7810081240757,3.5811127324348098,-1.2317806213646503,False,9.168243911124316
9,Cave Without a Name,-98.62080000000002,29.8852,-6.058303550096723,6.983416739465368,-3.8657410377971675,-7.275357154114937,760.5050497606251,-2.192562512299556,0.8296941053650745,False,8.333654919503587
10,Cave of the Bells,-110.75,31.75,-9.35178410245589,5.68022598459244,-12.169981975370433,-9.680019177172206,533.8785762011134,2.818197872914544,-1.1824660368960225,False,7.515957930146789
11,Chauvet cave,4.26,44.23,-10.432891652968767,4.596745872712723,-7.367524995835727,-10.896293968969776,305.11447180307584,-3.0653666571330396,1.4297403756032603,False,6.761246673932264
12,Cold Air cave,29.183299999999996,-24.0,-5.29418118945641,7.834937774195555,-3.989139705710727,-5.726822524200402,1245.2559924176433,-1.3050414837456827,0.46623679119924805,False,8.827125662219286
13,Dongge cave,108.0833,25.2833,-6.716883552367235,4.00253295495126,-5.769329730097938,-6.534244482167689,28.87317596314033,-0.9475538222692972,0.4736269753931255,False,6.30912296055973
14,El Condor cave,-77.3,-5.93,-2.6642680235459744,9.882065915195174,-6.771317430095337,-3.491643625338899,2429.0000768099712,4.107049406549363,-1.3064898922338017,False,9.913463378611539
15,Exhaleair cave,172.633,-41.2833,-5.4266474205658035,3.5852805850670744,-6.618577987067397,-8.24622712052671,7.110654001998993,1.1919305665015933,-0.6294907931057316,False,5.9712204910976485
16,Fort Stanton cave,-105.4433,33.5067,-12.806639717829075,5.897000057653612,-10.01621009890126,-12.202013118570363,533.8785762011134,-2.7904296189278153,1.1490938679344453,False,7.658030636078767
17,Furong cave,107.9036,29.2289,-7.582477510629037,3.7760155002767606,-6.363294410397597,-7.550168617141872,62.70871141155851,-1.2191831002314402,0.6274108861811744,False,6.127995216205383
18,Gempa bumi cave,120.0,-5.0,-4.287438083451091,5.342743162041137,-5.388652312963093,-5.324825248589148,395.3784849177935,1.101214229512002,-0.4764196502913915,False,7.289264039309458
19,Gunung-buda cave (snail shell cave),114.48,4.02,-6.944746936603697,3.896200901124515,-6.394618679167685,-7.790059482237992,35.512025867917906,-0.550128257436012,0.2787040513985623,False,6.224754167498515
20,Haozhu cave,109.9833,30.6833,-7.476408092122874,3.830684583605627,-8.07588028279095,-8.072620908318033,117.46176400876634,0.5994721906680756,-0.30628860804868835,False,6.172196306785899
21,Hollywood cave,171.47,-41.95,-6.156020334609654,4.23023362555082,-4.988408118962809,-8.3472319154227,121.82913616619264,-1.1676122156468445,0.567696809451735,False,6.48610104213943
22,Hulu cave,119.17,32.5,-8.93878745717188,7.34855817936894,-7.449315948407065,-9.473660557573131,828.0634577586505,-1.4894715087648152,0.5494537374098487,False,8.548749706835023
23,Jaraguá cave,-56.583,-21.083,-6.368928368698347,7.020964063188542,-6.4647397008602665,-5.404853484419469,891.6297858599766,0.09581133216191962,-0.03615917420448698,False,8.356028420988943
24,Jeita cave,35.65,33.95,-6.971868974655486,4.1675415630425405,-4.910554243842967,-6.266180740868553,71.6017072338472,-2.0613147308125193,1.0097278546499708,False,6.437859631690828
25,Jiuxian cave,109.1,33.5667,-9.407911803439463,4.876503567847634,-7.821953674473264,-9.515234905188782,245.38036021621252,-1.5859581289661993,0.7181868420640349,False,6.963952601865058
26,KNI-51,128.62,-15.3,-3.404862006346691,5.903160066900524,-7.584894612950575,-5.431253789836379,431.8048314824116,4.180032606603884,-1.7204315165692285,False,7.662029383418489
27,Kalakot cave,74.4258,33.2219,-7.301640136285534,6.515858487500992,-9.44300358834086,-9.319001560349665,415.78989200577837,2.1413634520553257,-0.838889124577923,False,8.049841981309017
28,Karaca cave,39.4029,40.5443,-12.553476758834131,6.9062741919778485,-13.300898632386634,-10.15338182699369,634.2843089556081,0.7474218735525024,-0.2844093666053118,False,8.28749809786583
29,Lake Shasta cave,-122.30400000000002,40.804,-11.395833097413156,5.880077820960597,-12.156084370884306,-10.622142113704736,344.357137242901,0.76025127347115,-0.3135202663019694,False,7.647034866271324
30,Lapa sem fim cave,-44.6281,-16.1503,-4.457529819460341,5.610365245001813,-6.975209672617006,-3.84718998658958,552.5911834969799,2.5176798531566646,-1.0629306661040667,False,7.469595792619623
31,Larga cave,-66.8,18.32,-1.4983152805694502,8.897708098749945,2.1692734203068653,-1.993784259359609,1380.8809779355013,-3.6675887008763155,1.2295368491952765,False,9.406771840521671
32,Lehman caves,-114.21999999999998,39.01,-16.609211450372168,5.949585294848358,-16.6505922904477,-14.933414485921372,356.38651630398294,0.04138084007553289,-0.016965081703133048,False,7.69209928011132
33,Liang Luar,120.43,-8.53,-4.946048138632066,5.270599041625321,-4.1809001391752645,-5.2212374441965785,395.3784849177935,-0.7651479994568016,0.33328476188167017,False,7.2398825819081045
34,Mairs cave,138.83,-32.16,-6.991807315210453,9.659042249506182,-6.152177638464072,-7.3042245451516346,2140.5644372408224,-0.8396296767463811,0.2701598132893557,False,9.800958860807793
35,Mawmluh cave,91.8817,25.2622,-4.701565389264885,7.4858578691444295,-4.354199870872657,-4.942033398487358,1164.9010435908565,-0.34736551839222773,0.1269597086158692,False,8.628242089506113
36,McLean's cave,-120.42,38.07,-13.0558612372457,5.0135497957846615,-11.497690301576565,-11.160263471722903,344.357137242901,-1.5581709356691356,0.69589294377156,False,7.061129879703339
37,Meravelles cave,0.5127,40.9488,-7.929334204442592,5.036144798099386,-6.636612037725627,-9.990495160775444,257.1628245764518,-1.292722166716965,0.5760445759877258,False,7.077023497614218
38,Mitoho,43.7533,-24.0477,-2.3668830668390903,4.556798094488429,-3.5114837621982735,-3.9163550467130266,0.5179543279925829,1.1446006953591832,-0.5361966698718734,False,6.731803436325155
39,Mizpe Shelagim,35.81,33.32,-6.09411791013188,4.088651715108637,-5.3041993630804996,-5.972900446274596,71.6017072338472,-0.7899185470513803,0.3906539791244304,False,6.376635492799054
40,Moomi cave,54.2,12.55,-0.16446210995278426,10.689383567908202,-0.3696965797235277,-1.3143078634276062,2564.7425237730695,0.20523446977074344,-0.06277315732852345,False,10.310455780703002
41,Nettlebed cave,172.68,-41.23,-5.419248058967334,3.581436625272663,-6.448285883600192,-8.209532912116329,7.110654001998993,1.0290378246328586,-0.5437542986010939,False,5.9680186096062515
42,Ostolo cave,-0.2678,43.1878,-8.200790389152688,4.232544778388534,-9.076438093017744,-10.663610489575618,257.1628245764518,0.8756477038650559,-0.4256264732154742,False,6.487872613788786
