,site_name,lon,lat,z_pred,ss_pred,z_obs,drift_at_obs,ele (SISAL),ele (iTraCE),dist_nn,residual,PES,|PES| > critical_val,ci
0,Abaco Island cave,-77.16,26.23,-0.4385144504706122,6.633112134402127,-1.9404360683889976,-3.1577890144862595,-45.0,24.650531011090585,790.4064636061545,1.5019216179183854,-0.5831611701805189,False,8.569180143917457
1,Andriamaniloke,43.7569,-24.051,-4.033169270703248,1.2656365938002938,-2.9137653853889938,-5.707477662978546,20.0,207.85000295351892,0.5179543279925829,-1.1194038853142545,0.9950211183831534,False,3.7431317605073158
2,B7 cave,7.0,49.0,-15.60696326613472,4.314126755406097,-10.407512196898969,-11.574789267759575,185.0,583.061881515785,257.3749081169504,-5.199451069235751,2.5032893110067636,False,6.910779778089551
3,Ball Gown cave,125.0,-17.03,-7.9012696954766986,4.007507737389402,-2.41447900141452,-8.74850524371361,100.0,304.0350535853243,431.8048314824116,-5.4867906940621785,2.740824379141395,False,6.660668016895067
4,Bittoo cave,77.7764,30.7903,-6.541741296461661,11.450822496902935,-7.1532396160454255,-8.529682498671015,3000.0,2055.863711633612,1513.2152654258205,0.6114983195837649,-0.18070781163044078,False,11.258977324739373
5,Botuverá cave,-49.1569,-27.2247,-6.206017697895662,3.9703608049082106,-4.971830170050509,-6.542138360630911,180.0,488.61963732743976,302.6232291967474,-1.2341875278451528,0.6193928187991653,False,6.629726165154865
6,Bukit Assam cave,114.8,4.03,-7.582442845091085,1.0562096407434174,-7.508212843512313,-9.433680182339758,150.0,339.93792499471766,8.261762994230782,-0.0742300015787718,0.07222780321785464,False,3.419445347238474
7,Buraca Gloriosa,-8.7833,39.5333,-4.169544048136935,6.5259121278344905,-4.655623222629212,-7.319166536500942,420.0,252.38240162575903,557.0244943402973,0.48607917449227767,-0.19027704744303256,False,8.499653354309187
8,Cango cave,22.2147,-33.3925,-2.7127142724480464,10.642056966711374,-6.179227450954954,-5.726432315295191,687.0,720.3373725144434,1245.2559924176435,3.466513178506908,-1.0626250898226426,False,10.854089363397511
9,Cave C126,113.9,-22.1,-4.172055439837299,9.876328982004864,-6.842361135280896,-7.854606249341462,100.0,74.73546247343364,1291.781008124078,2.670305695443597,-0.8496952845285001,False,10.456308237156783
10,Cave Without a Name,-98.6208,29.885200000000005,-9.022248885717508,6.169894365882676,-4.04816502421171,-9.343908578918576,377.0,339.9232148819885,760.5050497606256,-4.974083861505798,2.0025079032174653,False,8.264554871956236
11,Cave of the Bells,-110.75,31.75,-11.169012960057806,4.548763679871272,-12.289827555774195,-10.762237931874653,1639.0,1184.9773277423624,533.8785762011134,1.1208145957163893,-0.5255173883171624,False,7.096223583610277
12,Cold Air cave,29.1833,-24.0,-8.481779743647014,8.874473642883068,-4.9030267861996135,-8.30238188854291,1420.0,1054.9240523180476,1245.2559924176435,-3.5787529574474,1.2013247316537983,False,9.911785732613259
13,Cueva del Diamante,-77.5,-5.73,-7.417415464652216,1.5075005216715838,-7.501475244392604,-4.602424675576494,960.0,674.268990340019,31.369435063083298,0.0840597797403877,-0.0684635653780423,False,4.08516251992891
14,El Condor cave,-77.3,-5.93,-7.724014330787702,1.4780598224503774,-7.171051320389172,-4.540745370531458,860.0,658.3884867210687,31.369435063083298,-0.5529630103985292,0.45483101839405055,False,4.045075287148224
15,Fort Stanton cave,-105.4433,33.5067,-11.783185619540905,4.752663916296744,-11.873862786769077,-12.196308824033345,1864.0,1609.0642104700387,533.8785762011134,0.0906771672281721,-0.041593875932741775,False,7.253525720321981
16,Gempa bumi cave,120.0,-5.0,-3.795717144278729,3.820043638406697,-6.420959941613802,-6.22478873409693,140.0,61.23493755760404,395.3784849177935,2.6252427973350727,-1.3431833929094936,False,6.503015142050685
17,Gunung-buda cave (snail shell cave),114.48,4.02,-7.740373105078035,1.2850077846785968,-6.773859945729384,-9.359421099566077,150.0,325.4213958807875,35.512025867917906,-0.9665131593486507,0.8526187757113206,False,3.7716682207851595
18,Haozhu cave,109.98330000000001,30.683299999999996,-9.627845490813181,1.8407324756434613,-9.508655798940207,-9.715285564442267,1017.0,789.4741403754017,117.46176400876656,-0.11918969187297357,0.08785032242638566,False,4.514149525783907
19,Hollywood cave,171.47,-41.95,-6.087010261186268,2.4749031406215596,-5.120016726523659,-8.461643922313772,100.0,267.1360563166075,128.58921406274007,-0.9669935346626097,0.6146734673343277,False,5.234313213052414
