,site_name,lon,lat,z_pred,ss_pred,z_obs,drift_at_obs,ele (SISAL),ele (iTraCE),dist_nn,residual,PES,|PES| > critical_val,ci
0,Abaco Island cave,-77.16,26.23,-0.36664859417176443,6.673933442834294,-2.351093384990463,-3.058848444141751,-45.0,25.372308159508755,790.4064636061545,1.9844447908186988,-0.7681536266175839,False,8.542992477967932
1,Andriamaniloke,43.7569,-24.051,-4.714414953007673,1.2764516092378304,-2.630021001146749,-5.918190445266045,20.0,209.70584420127398,0.5179543279925829,-2.0843939518609242,1.8449203732060875,False,3.7361238635101186
2,Ball Gown cave,125.0,-17.03,-7.722476850657522,4.152500976484958,-1.534621089919142,-8.957464719437251,100.0,308.47486350026804,431.8048314824116,-6.18785576073838,3.0365840749889563,False,6.7386664460021475
3,Bittoo cave,77.7764,30.7903,-7.055385694347361,11.59557865900725,-7.5328981049665344,-9.271892179130496,3000.0,2059.752580652876,1513.2152654258205,0.47751241061917327,-0.140229198024774,False,11.260697745433445
4,Botuverá cave,-49.1569,-27.2247,-6.343309034221507,3.984636221483901,-4.056239816566631,-6.54448010939091,180.0,491.9509270705896,302.6232291967474,-2.287069217654876,1.145737082102508,False,6.601056159531
5,Bukit Assam cave,114.8,4.03,-7.981183522554788,1.5601432261020325,-7.6827705000599575,-9.457423603394497,150.0,344.18292536833656,35.512025867917906,-0.29841302249483004,0.23891066468353436,False,4.130487604991891
6,Buraca Gloriosa,-8.7833,39.5333,-4.175915893756526,6.918394677685725,-3.761321483095685,-7.422980119172526,420.0,254.14842971285285,557.0244943402973,-0.41459441066084146,0.15762343076938157,False,8.698047104387458
7,Cave C126,113.90000000000002,-22.100000000000005,-3.424415709508879,10.088115566408977,-6.373688899647656,-7.751173300969741,100.0,76.49881126895386,1291.7810081240757,2.9492731901387774,-0.928560015303085,False,10.503259914800319
8,Cave Without a Name,-98.6208,29.8852,-8.119194338180984,6.200825719338539,-4.527405132895784,-9.16335739804297,377.0,342.377249097569,760.5050497606261,-3.5917892052852,1.4424012108270132,False,8.234625464843942
9,Cave of the Bells,-110.75,31.75,-10.703894940260453,4.5540781563198856,-12.424649318583192,-11.159204433427405,1639.0,1187.853023800812,533.8785762011134,1.7207543783227397,-0.8063408152950334,False,7.05698717484847
10,Cold Air cave,29.1833,-24.0,-8.424882339207782,11.332928792376705,-4.3125836983599015,-8.940114823103329,1420.0,1059.0845205857313,1479.1148888216565,-4.1122986408478805,1.2215565203630194,False,11.132435007405455
11,Cueva del Diamante,-77.5,-5.73,-7.087192908065513,1.5170531609947748,-7.71508255048991,-5.762307151960327,960.0,677.3938611838307,31.369435063083298,0.6278896424243969,-0.5097801481793868,False,4.0730476250643015
12,El Condor cave,-77.3,-5.93,-7.970822689613555,1.484676852174765,-6.6967137845612115,-5.697808993848403,860.0,661.581890898128,31.369435063083298,-1.2741089050523433,1.045660210137239,False,4.029350594408056
13,Fort Stanton cave,-105.4433,33.5067,-12.048119407216273,4.780133617275798,-9.892697595789059,-12.300591856261875,1864.0,1611.3943920003303,533.8785762011134,-2.155421811427214,0.9858532104987464,False,7.230013472606486
14,Gempa bumi cave,120.0,-5.0,-1.671920176757627,7.209069753350151,-6.510954643861055,-6.170602707481454,140.0,62.45212883545308,1158.3659220669783,4.839034467103428,-1.8022668792933276,False,8.878890544038708
15,Gunung-buda cave (snail shell cave),114.48,4.02,-7.9000100179785555,1.5677037657095965,-7.502291684292118,-9.381914888304141,150.0,330.7917453213898,35.512025867917906,-0.39771833368643783,0.3176461606355493,False,4.140483793801348
16,Haozhu cave,109.9833,30.6833,-9.43652491825554,1.8520350816308155,-9.587908715587673,-10.69941815105665,1017.0,793.4463149585927,117.46176400876678,0.1513837973321337,-0.11123841458137768,False,4.50032307726117
17,Hulu cave,119.17,32.5,-10.470889616233862,8.005835020326836,-7.840412782599093,-10.64886497558852,86.0,125.77264416085197,828.0634577586494,-2.630476833634769,0.9296750231674125,False,9.356693565368175
18,Jaraguá cave,-56.58299999999999,-21.083,-6.841030504698964,7.062708813363082,-5.443363282463764,-6.3956194942420534,570.0,339.039649622459,891.6297858599761,-1.3976672222352002,0.5259181144850639,False,8.788297273043451
19,Jeita cave,35.65,33.95,-5.239837559854068,2.7161822128819204,-4.919833518965049,-6.538468906000005,100.0,449.96021389842986,210.83400198882887,-0.32000404088901835,0.19416726443927065,False,5.4500255563854205
20,Jerusalem west cave,35.15,31.7833,-3.6429332181838716,1.0907524694542359,-3.956127153875741,-5.900353906056392,700.0,440.6360431761728,12.425870552915981,0.3131939356918694,-0.2998818917606638,False,3.4536807567831453
21,Jiuxian cave,109.1,33.5667,-12.119437217695214,3.581364216366329,-12.139471883548595,-12.442057061302316,1495.0,1111.2694605973786,245.38036021621315,0.020034665853380318,-0.01058663301349826,False,6.258112028710029
22,Juxtlahuaca cave,-99.2,17.4,-2.3718958296705686,9.920284116227297,-8.116745622662174,-5.652240533413113,934.0,837.5998834373452,1389.536138899971,5.744849792991605,-1.8239655135854265,False,10.415524470381595
23,KNI-51,128.62,-15.3,-3.6089878476459405,4.7025588735681705,-7.09385037061719,-8.981569236062324,100.0,260.13207363301876,431.8048314824116,3.4848625229712495,-1.607009814928647,False,7.171107105521483
24,Karaca cave,39.4029,40.5443,-13.305849512520128,6.628860619935286,-12.269337092612622,-10.247278865586901,1536.0,1278.4290201694168,634.2843089556081,-1.0365124199075062,0.40258266140858856,False,8.51409579199177
