,site_name,lon,lat,z_pred,ss_pred,z_obs,drift_at_obs,dist_nn,residual,PES,|PES| > critical_val,ci
0,Abaco Island cave,-77.16,26.23,-1.2934655022365882,7.007570843691218,-1.1256743905589701,-2.700651546792776,790.4064636061545,-0.16779111167761807,0.0633848114710301,False,8.195962372046683
1,Andriamaniloke,43.75690000000001,-24.051,-4.497091434829783,4.562786948716506,-2.5972642979086067,-4.030710923219478,0.5179543279925377,-1.8998271369211763,0.8894038221789177,False,6.613499159539196
2,Ball Gown cave,125.0,-17.03,-6.567338824936626,5.635768684049294,-1.0109820899601232,-5.223170011249099,431.8048314824116,-5.556356734976503,2.34052638442349,False,7.350092203286986
3,Bittoo cave,77.7764,30.790299999999995,-9.507378035647786,10.305145684104405,-7.030213129856678,-9.279741398156759,2620.906169912228,-2.477164905791108,0.7716633087602937,False,9.939013380378954
4,Botuverá cave,-49.1569,-27.2247,-7.321385118687558,5.616735235356509,-3.9679141224128784,-5.940381326857233,302.6232291967474,-3.3534709962746794,1.4149874186783906,False,7.337670124936617
5,Bukit Assam cave,114.8,4.03,-8.170678399883029,4.605869470084894,-7.814099367633243,-8.486623026528811,35.512025867917906,-0.35657903224978593,0.1661498635706804,False,6.644648630210498
6,Buraca Gloriosa,-8.7833,39.5333,-5.095324367924181,7.185442858325959,-3.8300092157076335,-6.594351753186052,557.0244943402973,-1.2653151522165471,0.4720325406430225,False,8.29932892871725
7,Cave C126,113.90000000000002,-22.100000000000005,-2.8190122163118168,8.623664968042748,-6.589778948413785,-4.154509865922056,1291.7810081240757,3.770766732101968,-1.2840553036073357,False,9.09205690539091
8,Cave Without a Name,-98.6208,29.8852,-7.527066929457654,6.64154105084754,-4.42355586064906,-8.089964629049714,760.5050497606261,-3.1035110688085945,1.2042561364255207,False,7.979039922554355
9,Cave of the Bells,-110.75,31.75,-10.40290323575411,5.643203220180358,-12.32971217707086,-10.513789873768102,533.8785762011134,1.9268089413167502,-0.8111026268366518,False,7.354938615519146
10,Cold Air cave,29.1833,-24.0,-6.492220473087935,8.894440253586975,-3.9817833521677812,-6.635239212988892,1479.1148888216565,-2.5104371209201535,0.8417633967416087,False,9.233694857180076
11,Cueva del Diamante,-77.5,-5.73,-6.31378285896784,4.7316661294943385,-7.512527759627574,-4.207143235340846,31.369435063083298,1.198744900659734,-0.5510864417583501,False,6.734777523077288
