,site_name,lon,lat,z_pred,ss_pred,z_obs,drift_at_obs,ele (SISAL),ele (iTraCE),dist_nn,residual,PES,|PES| > critical_val,ci
0,Abaco Island cave,-77.16,26.23,-0.6107458981643147,6.675824076012183,-2.017646718319952,-3.0693641144579726,-45.0,25.372308159508755,790.4064636061545,1.4069008201556374,-0.5445164959258427,False,8.583974158291383
1,Andriamaniloke,43.7569,-24.051,-3.5723061915686563,1.309905936636565,-2.716377920410888,-5.83607288727286,20.0,209.70584420127398,0.5179543279925829,-0.8559282711577683,0.7478548527235604,False,3.802384360580837
2,Ball Gown cave,125.0,-17.03,-7.896987385962944,4.168161458988013,-0.5606090686080734,-8.864426908144857,100.0,308.47486350026804,431.8048314824116,-7.33637831735487,3.5934321731288974,True,6.7827877413207505
3,Bittoo cave,77.7764,30.7903,-9.567789987480076,13.714322591425331,-6.71874246942944,-9.420219840053798,3000.0,2059.752580652876,2620.906169912228,-2.849047518050636,0.769329724066694,False,12.303343241329733
4,Botuverá cave,-49.1569,-27.2247,-6.363417584132472,4.003441793129513,-4.1963575520643985,-6.4678903216196675,180.0,491.9509270705896,302.6232291967474,-2.1670600320680737,1.0830641558783165,False,6.647413872751241
5,Bukit Assam cave,114.8,4.03,-7.9765676300711945,1.5916647504017014,-7.5934441011529925,-9.311350167199704,150.0,344.18292536833656,35.51202586791931,-0.383123528918202,0.3036777864560574,False,4.191425574576017
6,Buraca Gloriosa,-8.7833,39.5333,-4.574592932261209,6.510535888106723,-3.541545973323622,-7.43141888440916,420.0,254.14842971285285,557.0244943402973,-1.0330469589375868,0.4048663617338749,False,8.477041873352588
7,Cango cave,22.2147,-33.3925,-2.060311793167087,10.765499294914962,-6.228394899337104,-5.765348300371826,687.0,723.9317309858428,1245.2559924176435,4.168083106170017,-1.270337975899921,False,10.900666384189194
8,Cave C126,113.9,-22.1,-3.1759501471281966,10.07836578143372,-6.278116299416951,-7.801515100678229,100.0,76.49881126895286,1291.781008124078,3.102166152288754,-0.9771697107417265,False,10.54705032013459
9,Cave Without a Name,-98.6208,29.8852,-7.540938110627552,6.202657469351559,-4.66092822243715,-9.115338168257761,377.0,342.377249097569,760.5050497606261,-2.8800098881904024,1.156392002628775,False,8.274177993146923
