,d18Op,lat,lon
5,-6.284000396728516,31.270833333333332,-102.5125
6,-6.081396579742432,31.270833333333332,-100.0125
7,-4.7792253494262695,31.270833333333332,-97.5125
8,-4.565339088439941,31.270833333333332,-95.0125
9,-4.424659252166748,31.270833333333332,-92.5125
10,-4.6680779457092285,31.270833333333332,-90.0125
11,-4.574141025543213,33.22083333333333,-117.40416666666667
12,-6.704143047332764,33.1625,-115.0125
13,-7.089208126068115,33.1625,-112.5125
14,-8.56046199798584,33.1625,-110.0125
15,-8.904313087463379,33.1625,-107.5125
16,-8.357080459594727,33.1625,-105.0125
17,-7.3977742195129395,33.1625,-102.5125
18,-6.144257545471191,33.1625,-100.0125
19,-5.133296012878418,33.1625,-97.5125
20,-4.769239902496338,33.1625,-95.0125
21,-4.806591987609863,33.1625,-92.5125
22,-4.9631876945495605,33.1625,-90.0125
23,-6.212336540222168,35.0625,-119.99583333333334
24,-7.392738342285156,35.0625,-117.5125
25,-8.65667724609375,35.0625,-115.0125
26,-9.365232467651367,35.0625,-112.5125
27,-9.194245338439941,35.0625,-110.0125
28,-9.651297569274902,35.0625,-107.5125
29,-8.680447578430176,35.0625,-105.0125
30,-7.766486644744873,35.0625,-102.5125
31,-6.23892068862915,35.0625,-100.0125
32,-5.586768627166748,35.0625,-97.5125
33,-5.7732696533203125,35.0625,-95.0125
34,-4.934370517730713,35.0625,-92.5125
35,-4.978939056396484,35.0625,-90.0125
36,-5.927485942840576,36.954166666666666,-119.99583333333334
37,-8.452977180480957,36.954166666666666,-117.5125
38,-8.065947532653809,36.954166666666666,-115.0125
39,-9.328539848327637,36.954166666666666,-112.5125
40,-9.428350448608398,36.954166666666666,-110.0125
41,-10.992987632751465,36.954166666666666,-107.5125
42,-12.726566314697266,36.954166666666666,-105.0125
43,-8.354597091674805,36.954166666666666,-102.5125
44,-6.899804592132568,36.954166666666666,-100.0125
45,-6.241030216217041,36.954166666666666,-97.5125
46,-5.933544158935547,36.954166666666666,-95.0125
47,-6.074340343475342,36.954166666666666,-92.5125
48,-5.500372409820557,36.954166666666666,-90.0125
49,-11.811305046081543,38.85416666666667,-119.99583333333334
50,-12.970454216003418,38.85416666666667,-117.5125
51,-11.067635536193848,38.85416666666667,-115.0125
52,-10.342284202575684,38.85416666666667,-112.5125
53,-10.071483612060547,38.85416666666667,-110.0125
54,-12.53598690032959,38.85416666666667,-107.5125
55,-13.634592056274414,38.85416666666667,-105.0125
56,-9.860757827758789,38.85416666666667,-102.5125
57,-7.93428373336792,38.85416666666667,-100.0125
58,-7.08240270614624,38.85416666666667,-97.5125
59,-6.9254021644592285,38.85416666666667,-95.0125
60,-6.729762554168701,38.85416666666667,-92.5125
61,-6.5247626304626465,38.85416666666667,-90.0125
62,-12.165550231933594,40.74583333333334,-119.99583333333334
63,-11.89646053314209,40.74583333333334,-117.5125
64,-12.10193157196045,40.74583333333334,-115.0125
65,-10.760791778564453,40.74583333333334,-112.5125
66,-15.490121841430664,40.74583333333334,-110.0125
67,-13.613936424255371,40.74583333333334,-107.5125
68,-11.735113143920898,40.74583333333334,-105.0125
69,-10.27342414855957,40.74583333333334,-102.5125
70,-9.098997116088867,40.74583333333334,-100.0125
71,-8.218941688537598,40.74583333333334,-97.5125
72,-7.756819248199463,40.74583333333334,-95.0125
73,-7.685158729553223,40.74583333333334,-92.5125
74,-7.499268054962158,40.74583333333334,-90.0125
75,-12.284661293029785,42.6375,-119.99583333333334
76,-11.627946853637695,42.6375,-117.5125
77,-11.305488586425781,42.6375,-115.0125
78,-12.640406608581543,42.6375,-112.5125
79,-14.422333717346191,42.6375,-110.0125
