,site_name,lon,lat,z_pred,ss_pred,z_obs,drift_at_obs,dist_nn,residual,PES,|PES| > critical_val,ci
0,Ball Gown cave,125.0,-17.03,-4.59640858811442,7.94118573833469,-1.9688421319357872,-5.670399427392013,1066.9519205315203,-2.6275664561786325,0.9324188226471036,False,8.99766556534013
1,Bittoo cave,77.7764,30.790299999999995,-7.280505279583194,4.987141290250126,-9.356600622682805,-9.982899256935996,415.78989200577837,2.0760953430996114,-0.9296542479674028,False,7.130385428684274
2,Botuverá cave,-49.1569,-27.2247,-5.64328979727118,5.624175992564538,-2.514070040546642,-5.5726905283348565,302.6232291967474,-3.129219756724538,1.3194915472301159,False,7.572104884844666
3,Bukit Assam cave,114.8,4.03,-7.465009803896818,3.7125925605822525,-6.971560595006577,-8.68435926503162,8.261762994230782,-0.49344920889024113,0.25609659958025816,False,6.1521344049745235
4,Buraca Gloriosa,-8.7833,39.5333,-5.092244282310411,6.040258179658903,-2.8963469470586007,-6.927238954837216,543.5365932927459,-2.19589733525181,0.8934788583747274,False,7.847203602520959
5,Cave Without a Name,-98.6208,29.885200000000005,-5.640521964572147,6.600391084345431,-5.136883715057049,-7.722741977042691,760.5050497606256,-0.503638249515098,0.19603511477912317,False,8.20298664196934
6,Cave of the Bells,-110.75,31.75,-9.075303874325462,5.854708910439247,-9.90877648005224,-10.781657546841137,533.8785762011134,0.8334726057267776,-0.3444599042349647,False,7.7257352870985985
7,Chan Hol cave,-87.57000000000001,20.16,-0.6035994182727443,5.912868518158967,-3.6110483225024512,-2.960308719630894,468.82878691720333,3.007448904229707,-1.236799060226976,False,7.764013480675927
8,Chauvet cave,4.26,44.23,-7.321290013200976,4.692514099662656,-8.125070896164615,-9.38587364622735,305.11447180307584,0.8037808829636397,-0.3710520878645099,False,6.9165570413877155
9,Cold Air cave,29.1833,-24.0,-3.3578355787579772,7.123799587691355,-3.6808384172540323,-5.552719032112571,870.3639195125568,0.32300283849605504,-0.12101814518706502,False,8.522029169056639
10,Creighton`s cave,172.47,-40.63,-5.555525039752116,3.715664738486506,-4.061985483962076,-8.247361038057676,69.00998942851429,-1.49353955579004,0.7748158007857658,False,6.154679330474838
11,Cueva Victoria,-0.8215,37.6322,-4.974294745161139,5.7452292348598455,-5.864392791437012,-7.224688256974826,619.5263625287421,0.8900980462758739,-0.37135063160420495,False,7.653161017643443
12,Cueva del Diamante,-77.5,-5.73,-5.896379280754124,3.940058530864772,-6.562903382025127,-4.284826019387881,31.369435063083298,0.6665241012710021,-0.33578749701990956,False,6.33779965551524
13,Cueva del Tigre Perdido,-77.3081,-5.9406,-5.697161700076554,3.84092640820927,-6.945362048906247,-4.243530538256879,1.4804737149354987,1.2482003488296929,-0.6368927519717009,False,6.257562023666216
14,Dim cave,32.1056,36.534,-9.329939965406174,5.41944307013682,-6.474801116794708,-7.683431153453182,543.1353656193517,-2.8551388486114657,1.2264501596166641,False,7.433006268963117
15,Dongge cave,108.0833,25.2833,-9.227166167880542,3.8984708339122447,-8.360626171875936,-8.614523438046554,28.87317596313951,-0.8665399960046063,0.43887563221105486,False,6.30426288215506
16,El Capitan cave,-133.319,56.162,-9.79176339023426,10.404145715471035,-11.957888567717573,-11.5908966470544,2225.9280577971836,2.1661251774833126,-0.6715530676063967,False,10.298889129855036
17,El Condor cave,-77.3,-5.93,-6.164357709061102,3.840273150472579,-5.872911551727299,-4.239949418176473,1.4804737149354987,-0.2914461573338034,0.14872270492000267,False,6.257029863687539
18,El Soplao cave,-4.3937,43.2962,-5.76702433950254,3.425485873395818,-6.244565177691542,-8.388518143243253,15.958928653096004,0.47754083818900206,-0.2580176568589526,False,5.909466298959848
